trial,condition,eccentricity,magnitude,correct,srt_ms,keyboard_rt_ms,pre_change_ms,valid
1,control,5.0,20,1,66.33400917053223,823.6238956451416,887,1
2,control,6.0,20,1,98.0842113494873,922.353982925415,935,0
3,control,6.0,20,1,297.3902225494385,1021.5351581573486,1123,1
4,control,7.0,20,1,99.9758243560791,922.7259159088135,931,1
5,control,8.0,20,1,94.4356918334961,663.6919975280762,1248,1
6,control,9.0,20,1,630.850076675415,630.8491230010986,1102,1
7,control,10.0,20,1,656.1751365661621,656.1710834503174,1285,1
8,control,11.0,20,1,458.6811065673828,458.6770534515381,1219,1
9,control,12.0,20,1,560.0111484527588,560.0059032440186,856,1
10,control,13.0,20,1,659.5091819763184,659.5079898834229,1021,1
11,control,14.0,20,1,471.6928005218506,471.68993949890137,965,1
12,control,15.0,20,1,526.9067287445068,526.9010066986084,1271,1
13,control,16.0,20,1,517.0888900756836,517.0881748199463,824,1
14,control,17.0,20,1,526.4620780944824,526.453971862793,869,1
15,control,18.0,20,1,1748.1682300567627,1748.1651306152344,1306,1
16,control,19.0,20,1,726.0029315948486,725.9998321533203,1448,1
17,control,20.0,20,1,461.82990074157715,461.82894706726074,1314,1
18,control,21.0,20,1,473.33312034606934,473.3259677886963,1314,1
19,control,22.0,20,1,560.3427886962891,560.3311061859131,916,1
20,control,23.0,20,1,625.8227825164795,625.8218288421631,1232,1
21,control,24.0,20,1,714.4877910614014,714.486837387085,1476,1
22,control,25.0,20,1,921.4582443237305,921.4494228363037,1040,1
23,control,26.0,20,1,559.6601963043213,559.6532821655273,1036,1
24,control,27.0,20,1,760.4961395263672,760.4942321777344,1358,1
25,control,28.0,20,1,669.6557998657227,669.6510314941406,1133,1
26,control,29.0,20,1,767.2879695892334,767.2860622406006,895,1
27,control,30.0,20,1,657.7918529510498,657.789945602417,1058,1
28,control,5.0,20,1,97.12791442871094,460.2088928222656,1036,1
29,control,6.0,20,1,99.3337631225586,559.7877502441406,1161,1
30,control,7.0,20,1,99.34592247009277,627.094030380249,1016,1
31,control,8.0,20,1,559.0090751647949,559.0038299560547,1244,1
32,control,9.0,20,1,726.417064666748,726.4120578765869,1022,1
33,control,10.0,20,1,648.6561298370361,648.6549377441406,1205,1
34,control,11.0,20,1,570.526123046875,570.5230236053467,947,1
35,control,12.0,20,1,521.9359397888184,521.9340324401855,1498,1
36,control,13.0,20,1,527.874231338501,527.8701782226562,1358,1
37,control,14.0,20,1,662.5800132751465,662.5769138336182,1477,1
