trial,condition,eccentricity,magnitude,correct,srt_ms,keyboard_rt_ms,pre_change_ms,valid
68,control,19.0,17,1,395.23887634277344,395.23792266845703,1104,1
69,control,20.0,17,1,397.48287200927734,397.48215675354004,1398,1
70,control,21.0,17,1,526.4310836791992,526.4289379119873,1227,1
71,control,22.0,17,1,531.4018726348877,531.3918590545654,1243,1
72,control,23.0,17,1,438.3096694946289,438.3049011230469,1129,1
73,control,24.0,17,1,527.0559787750244,527.055025100708,1274,1
74,control,25.0,17,1,592.2927856445312,592.2880172729492,846,1
75,control,26.0,17,1,492.9158687591553,492.91181564331055,959,1
76,control,27.0,17,1,593.6648845672607,593.6598777770996,1069,1
77,control,28.0,17,1,704.2520046234131,704.2489051818848,1318,1
78,control,29.0,17,1,495.2840805053711,495.2828884124756,1354,1
79,control,30.0,17,1,495.7599639892578,495.7571029663086,908,1
80,control,5.0,23,1,100.47221183776855,889.3539905548096,830,1
81,control,6.0,17,1,528.5336971282959,528.5298824310303,902,0
82,control,6.0,17,1,724.707841873169,724.6999740600586,866,0
83,control,6.0,17,1,494.6870803833008,494.6861267089844,1438,1
84,control,7.0,17,1,526.5841484069824,526.5800952911377,1222,1
85,control,8.0,17,1,494.4908618927002,494.4901466369629,942,1
86,control,9.0,17,1,591.3510322570801,591.3488864898682,1116,1
87,control,10.0,17,1,495.94974517822266,495.94807624816895,1315,1
88,control,11.0,17,1,659.4390869140625,659.4343185424805,1448,1
89,control,12.0,20,1,493.58201026916504,493.5801029205322,1006,1
90,control,13.0,17,1,495.18799781799316,495.18299102783203,844,1
91,control,14.0,17,1,494.6942329406738,494.6942329406738,1336,1
92,control,15.0,17,1,559.6628189086914,559.6568584442139,1020,1
93,control,16.0,17,1,1077.4502754211426,1077.4483680725098,1009,1
94,control,17.0,17,1,1098.9398956298828,1098.93798828125,1380,1
95,control,18.0,17,1,528.0189514160156,528.0158519744873,878,1
96,control,19.0,17,1,528.3489227294922,528.346061706543,1380,1
97,control,20.0,17,1,581.4480781555176,581.4468860626221,1416,1
98,control,21.0,17,1,670.3188419342041,670.3169345855713,962,1
99,control,22.0,17,1,429.20804023742676,429.20613288879395,1434,1
100,control,23.0,17,1,526.8266201019287,526.8228054046631,1195,1
101,control,24.0,17,1,538.7210845947266,538.7179851531982,1116,1
102,control,25.0,17,1,493.6809539794922,493.67690086364746,1246,1
103,control,26.0,17,1,593.0931568145752,593.0891036987305,1489,1
104,control,27.0,17,1,756.6568851470947,756.6547393798828,1381,1
105,control,28.0,17,1,590.8761024475098,590.8730030059814,986,1
106,control,29.0,17,1,758.0180168151855,758.0142021179199,886,1
107,control,30.0,17,1,735.3999614715576,735.396146774292,1159,1
108,control,5.0,21,1,132.54499435424805,395.12014389038086,867,1
1,quadbright,5.0,20,1,197.49712944030762,5676.644086837769,1403,1
2,quadbright,6.0,20,1,264.2190456390381,661.236047744751,1322,1
3,quadbright,7.0,20,1,98.32000732421875,525.9010791778564,895,1
4,quadbright,8.0,20,1,528.1589031219482,528.1558036804199,1170,1
5,quadbright,9.0,20,1,393.3370113372803,393.33415031433105,1125,1
6,quadbright,10.0,20,1,1978.6651134490967,1978.6620140075684,1334,1
7,quadbright,11.0,20,1,410.4909896850586,410.48717498779297,851,1
8,quadbright,12.0,20,1,532.6781272888184,532.6740741729736,1290,1
9,quadbright,13.0,20,1,528.2471179962158,528.2471179962158,818,1
10,quadbright,14.0,20,1,360.9499931335449,360.9480857849121,923,1
11,quadbright,15.0,20,1,526.8118381500244,526.8077850341797,1415,1
12,quadbright,16.0,20,1,460.5581760406494,460.55030822753906,1447,1
13,quadbright,17.0,20,1,429.10099029541016,429.09908294677734,1147,1
14,quadbright,18.0,20,1,470.9789752960205,470.9668159484863,1383,1
15,quadbright,19.0,20,1,525.3467559814453,525.3407955169678,956,1
16,quadbright,20.0,20,1,449.9199390411377,449.9189853668213,1470,1
17,quadbright,21.0,20,1,526.2558460235596,526.2529850006104,1464,1
18,quadbright,22.0,20,1,517.8689956665039,517.8680419921875,808,1
19,quadbright,23.0,20,1,526.879072189331,526.8740653991699,985,1
20,quadbright,24.0,20,1,460.4978561401367,460.4930877685547,1495,1
21,quadbright,25.0,20,1,515.1979923248291,515.1968002319336,926,1
22,quadbright,26.0,20,1,691.1401748657227,691.1342144012451,1301,1
23,quadbright,27.0,20,1,429.2309284210205,429.2290210723877,1311,1
24,quadbright,28.0,20,1,626.5349388122559,626.5349388122559,1267,1
25,quadbright,29.0,20,1,525.3257751464844,525.3198146820068,1075,1
26,quadbright,30.0,20,1,593.2841300964355,593.2741165161133,1357,1
27,quadbright,5.0,20,1,140.31696319580078,536.1340045928955,1218,1
28,quadbright,6.0,20,1,66.13802909851074,528.7549495697021,854,1
29,quadbright,7.0,20,1,155.92169761657715,585.9189033508301,1395,1
30,quadbright,8.0,20,1,527.1117687225342,527.1108150482178,1006,1
31,quadbright,9.0,20,1,429.54087257385254,429.5380115509033,806,1
32,quadbright,10.0,20,1,526.5610218048096,526.5522003173828,1461,1
33,quadbright,11.0,20,1,593.4329032897949,593.4269428253174,873,1
34,quadbright,12.0,20,1,495.1779842376709,495.1760768890381,1078,1
35,quadbright,13.0,20,1,496.72818183898926,496.72508239746094,1356,1
36,quadbright,14.0,20,1,526.3659954071045,526.3638496398926,1059,1
37,quadbright,15.0,20,1,428.24673652648926,428.24578285217285,1173,1
38,quadbright,16.0,20,1,988.814115524292,988.8079166412354,1305,1
39,quadbright,17.0,20,1,395.9329128265381,395.9319591522217,842,1
40,quadbright,18.0,20,1,396.6641426086426,396.66104316711426,1289,1
41,quadbright,19.0,20,1,495.5720901489258,495.5711364746094,1336,1
42,quadbright,20.0,20,1,892.5797939300537,892.5759792327881,1403,1
43,quadbright,21.0,20,1,824.2020606994629,824.2011070251465,1448,1
44,quadbright,22.0,20,1,505.71393966674805,505.71179389953613,1087,1
45,quadbright,23.0,20,1,404.5131206512451,404.5078754425049,1419,1
46,quadbright,24.0,20,1,494.3101406097412,494.2972660064697,1326,1
47,quadbright,25.0,20,1,396.11268043518066,396.11172676086426,877,1
48,quadbright,26.0,20,1,686.9838237762451,686.9797706604004,828,1
49,quadbright,27.0,20,1,394.29616928100586,394.29187774658203,929,1
50,quadbright,28.0,20,1,593.1591987609863,593.1539535522461,1240,1
51,quadbright,29.0,20,1,494.9178695678711,494.9169158935547,1453,1
52,quadbright,30.0,20,0,592.1928882598877,592.1859741210938,895,1
53,quadbright,5.0,17,1,101.06801986694336,484.85302925109863,1446,1
54,quadbright,6.0,17,1,99.11489486694336,494.6260452270508,1225,1
55,quadbright,7.0,17,1,99.91598129272461,494.2209720611572,1302,1
56,quadbright,8.0,17,1,99.03383255004883,494.80700492858887,1270,1
57,quadbright,9.0,17,1,198.25291633605957,593.9180850982666,1268,1
58,quadbright,10.0,17,1,100.60310363769531,396.69227600097656,1063,1
59,quadbright,11.0,17,1,593.3132171630859,593.3051109313965,953,0
60,quadbright,11.0,17,1,525.4561901092529,525.454044342041,986,1
61,quadbright,12.0,17,1,395.4801559448242,395.47228813171387,1260,1
62,quadbright,13.0,17,1,584.327220916748,584.3260288238525,1049,1
63,quadbright,14.0,17,1,493.8507080078125,493.84498596191406,1102,1
64,quadbright,15.0,17,1,494.60577964782715,494.60387229919434,847,1
65,quadbright,16.0,17,1,494.0338134765625,494.0319061279297,1400,1
66,quadbright,17.0,17,1,460.16502380371094,460.1607322692871,1023,1
67,quadbright,18.0,17,1,527.8139114379883,527.8110504150391,1336,1
68,quadbright,19.0,17,1,530.4770469665527,530.4739475250244,846,1
69,quadbright,20.0,17,1,493.90697479248047,493.90387535095215,1087,1
70,quadbright,21.0,17,1,528.3150672912598,528.3119678497314,1332,1
71,quadbright,22.0,17,0,395.5531120300293,395.5521583557129,935,1
72,quadbright,23.0,17,1,527.7748107910156,527.7738571166992,1144,1
73,quadbright,24.0,17,1,516.6430473327637,516.6430473327637,1228,1
74,quadbright,25.0,17,1,456.6030502319336,456.59899711608887,1373,1
75,quadbright,26.0,17,1,526.2439250946045,526.237964630127,981,1
76,quadbright,27.0,17,1,526.2839794158936,526.2811183929443,997,1
77,quadbright,28.0,17,1,592.261791229248,592.2527313232422,1084,1
78,quadbright,29.0,17,0,691.7438507080078,691.7428970336914,1390,1
79,quadbright,30.0,23,1,494.7073459625244,494.7061538696289,1429,1
80,quadbright,5.0,17,1,98.17695617675781,490.71192741394043,1084,1
81,quadbright,6.0,17,1,99.52592849731445,395.64013481140137,814,1
82,quadbright,7.0,17,1,198.256254196167,593.9710140228271,947,1
83,quadbright,8.0,17,1,725.1999378204346,725.1989841461182,1044,1
84,quadbright,9.0,17,1,537.9719734191895,537.9638671875,1128,0
85,quadbright,9.0,17,1,1022.1641063690186,1022.1641063690186,1466,1
86,quadbright,10.0,17,1,98.10686111450195,494.59314346313477,1325,1
87,quadbright,11.0,17,1,594.0678119659424,594.0651893615723,953,1
88,quadbright,12.0,17,1,165.0848388671875,493.95298957824707,891,1
89,quadbright,13.0,17,1,495.2428340911865,495.2428340911865,1137,1
90,quadbright,14.0,17,1,660.9179973602295,660.912036895752,1328,1
91,quadbright,15.0,17,0,494.16589736938477,494.16589736938477,1086,1
92,quadbright,16.0,17,1,659.7938537597656,659.7912311553955,1377,1
93,quadbright,17.0,17,1,659.7487926483154,659.747838973999,1261,1
94,quadbright,18.0,17,1,660.2318286895752,660.2296829223633,929,1
95,quadbright,19.0,17,1,593.6460494995117,593.6441421508789,1389,1
96,quadbright,20.0,17,1,525.3190994262695,525.3090858459473,921,1
97,quadbright,21.0,17,1,659.9390506744385,659.930944442749,1425,1
98,quadbright,22.0,20,1,491.67895317077637,491.6708469390869,1108,1
99,quadbright,23.0,17,1,592.0372009277344,592.0350551605225,1063,1
100,quadbright,24.0,17,1,492.4890995025635,492.48528480529785,950,1
101,quadbright,25.0,17,0,888.1158828735352,888.1111145019531,1161,1
102,quadbright,26.0,17,1,526.9458293914795,526.9386768341064,1455,1
103,quadbright,27.0,17,1,758.5558891296387,758.5508823394775,1230,1
104,quadbright,28.0,17,1,593.3501720428467,593.3449268341064,1428,1
105,quadbright,29.0,20,1,759.6771717071533,759.6759796142578,1403,1
106,quadbright,30.0,23,1,656.6789150238037,656.6758155822754,996,1
107,quadbright,5.0,14,1,131.8061351776123,393.8140869140625,1179,1
