trial,condition,eccentricity,magnitude,correct,srt_ms,keyboard_rt_ms,pre_change_ms,valid
1,control,5.0,20,1,98.44613075256348,889.2111778259277,1175,1
2,control,6.0,20,1,98.39725494384766,592.3833847045898,828,0
3,control,6.0,20,1,96.98891639709473,792.0129299163818,1313,1
4,control,7.0,20,1,208.2827091217041,702.8400897979736,1330,0
5,control,7.0,20,1,100.51393508911133,989.8321628570557,1007,1
6,control,8.0,20,1,1022.0212936401367,1022.0191478729248,1081,1
7,control,9.0,20,1,98.73795509338379,626.9950866699219,1370,1
8,control,10.0,20,1,890.2721405029297,890.2714252471924,1293,1
9,control,11.0,20,1,827.1119594573975,827.1112442016602,1394,0
10,control,11.0,20,1,99.5628833770752,978.9078235626221,924,1
11,control,12.0,20,1,702.9039859771729,702.8989791870117,1450,1
12,control,13.0,20,1,198.3051300048828,921.0150241851807,1380,1
13,control,14.0,20,1,692.0680999755859,692.0650005340576,905,1
14,control,15.0,20,1,812.6447200775146,812.6437664031982,1405,1
15,control,16.0,20,1,792.5128936767578,792.5128936767578,1163,1
16,control,17.0,20,1,879.7409534454346,879.7399997711182,1085,1
17,control,18.0,20,1,594.5179462432861,594.5169925689697,1120,1
18,control,19.0,20,1,725.6052494049072,725.6040573120117,1213,1
19,control,20.0,20,1,501.24526023864746,501.2400150299072,1325,1
20,control,21.0,20,1,735.5771064758301,735.5742454528809,958,1
21,control,22.0,20,1,724.8032093048096,724.8010635375977,891,1
22,control,23.0,20,1,1119.791030883789,1119.7879314422607,1163,1
23,control,24.0,20,1,589.4222259521484,589.4200801849365,1224,1
24,control,25.0,20,1,901.4782905578613,901.4739990234375,1265,1
25,control,26.0,20,1,902.0979404449463,902.0919799804688,1286,1
26,control,27.0,20,1,990.1080131530762,990.1070594787598,955,1
27,control,28.0,20,1,803.0300140380859,803.0250072479248,1419,1
28,control,29.0,20,1,693.6109066009521,693.6099529266357,1161,1
29,control,30.0,20,1,801.8441200256348,801.8381595611572,1143,1
30,control,5.0,20,1,99.1370677947998,792.2120094299316,1282,1
31,control,6.0,20,1,99.0149974822998,604.7570705413818,1111,1
32,control,7.0,20,1,98.61278533935547,603.5130023956299,1340,1
33,control,8.0,20,1,637.3798847198486,637.3779773712158,971,1
34,control,9.0,20,1,692.4519538879395,692.4479007720947,1489,1
35,control,10.0,20,1,692.8620338439941,692.8608417510986,893,1
36,control,11.0,20,1,493.21866035461426,493.21556091308594,1496,0
37,control,11.0,20,1,797.0166206359863,797.0128059387207,1125,1
38,control,12.0,20,1,593.4708118438721,593.468189239502,1097,1
39,control,13.0,20,1,693.4919357299805,693.4909820556641,1027,1
40,control,14.0,20,1,781.4903259277344,781.4881801605225,1057,1
41,control,15.0,20,1,1076.8671035766602,1076.8671035766602,979,0
42,control,15.0,20,1,1000.8671283721924,1000.8609294891357,1353,1
43,control,16.0,20,1,988.7001514434814,988.6970520019531,1430,1
44,control,17.0,20,1,999.3948936462402,999.3901252746582,1357,1
45,control,18.0,20,1,1230.6721210479736,1230.6671142578125,1404,1
46,control,19.0,20,1,800.2328872680664,800.2309799194336,1031,1
47,control,20.0,20,1,734.2438697814941,734.2369556427002,1037,1
48,control,21.0,20,1,1286.010980606079,1286.0028743743896,942,1
49,control,22.0,20,1,725.2175807952881,725.2168655395508,1022,0
50,control,22.0,20,1,592.93532371521,592.9281711578369,1204,1
51,control,23.0,20,1,792.0577526092529,792.0570373535156,1340,1
52,control,24.0,20,1,695.235013961792,695.2340602874756,1197,1
53,control,25.0,20,1,802.8199672698975,802.8168678283691,1495,1
54,control,26.0,20,1,692.6131248474121,692.6121711730957,976,1
55,control,27.0,20,1,782.2198867797852,782.2189331054688,1229,1
56,control,28.0,20,1,812.8347396850586,812.8325939178467,1113,0
57,control,28.0,20,1,793.5538291931152,793.5519218444824,1143,1
58,control,29.0,20,1,703.376293182373,703.3741474151611,1224,1
59,control,30.0,20,1,792.6578521728516,792.6537990570068,1121,1
60,control,5.0,17,1,591.9077396392822,591.9039249420166,805,1
61,control,6.0,17,1,99.24197196960449,495.1469898223877,842,1
62,control,7.0,17,1,592.371940612793,592.3671722412109,1474,1
63,control,8.0,17,1,693.126916885376,693.1178569793701,1374,1
64,control,9.0,17,1,781.9902896881104,781.989336013794,866,1
65,control,10.0,17,1,396.35515213012695,484.3020439147949,1015,1
66,control,11.0,17,1,881.1230659484863,881.1221122741699,1309,1
67,control,12.0,17,1,494.38023567199707,494.37522888183594,1122,1
68,control,13.0,17,1,484.8301410675049,484.8291873931885,1000,1
69,control,14.0,17,1,592.5319194793701,592.5281047821045,1258,1
70,control,15.0,17,1,593.8880443572998,593.8858985900879,1045,1
71,control,16.0,17,1,3794.395923614502,3794.3921089172363,913,1
72,control,17.0,17,1,494.5070743560791,494.5030212402344,934,1
73,control,18.0,17,1,494.68207359313965,494.6727752685547,865,1
74,control,19.0,17,1,505.28573989868164,505.2809715270996,1214,1
75,control,20.0,17,1,606.903076171875,606.9009304046631,1171,1
76,control,21.0,17,1,494.4436550140381,494.44103240966797,806,1
77,control,22.0,17,1,495.24402618408203,495.2428340911865,916,1
